EmployeeID,Age,Gender,Department,JobRole,MaritalStatus,Education,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion,JobSatisfaction,WorkLifeBalance,OverTime,PerformanceRating,Attrition,AgeGroup,TenureGroup,SalaryBand,PromotionStatus,AttritionFlag
2533,53,Female,IT,HR Associate,Married,Master,12611,19,8,2,2,No,2,Yes,51+,10+ Years,High,Promoted 1-2 Yrs Ago,1
2534,50,Male,Admin,IT Specialist,Single,Bachelor,13614,9,10,1,2,No,4,No,41-50,7-10 Years,High,Promoted 1-2 Yrs Ago,0
2535,49,Male,Operations,Operations Manager,Single,Master,12941,1,1,4,3,Yes,4,No,41-50,0-2 Years,High,Promoted 3-5 Yrs Ago,0
2536,42,Female,Operations,Admin Assistant,Married,Bachelor,4246,21,5,3,1,No,4,No,41-50,10+ Years,Low,Promoted 3-5 Yrs Ago,0
2537,54,Male,R&D,HR Manager,Divorced,Master,13993,2,9,4,4,Yes,3,No,51+,0-2 Years,High,Promoted 3-5 Yrs Ago,0
2538,37,Female,Admin,Finance Analyst,Divorced,PhD,12664,14,2,1,1,No,3,Yes,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,1
2539,60,Male,Operations,HR Manager,Divorced,Master,11578,23,7,2,4,No,4,No,51+,10+ Years,High,Promoted 1-2 Yrs Ago,0
2540,56,Male,Sales,Sales Executive,Married,PhD,11649,17,4,3,1,Yes,3,Yes,51+,10+ Years,High,Promoted 3-5 Yrs Ago,1
2541,28,Male,Admin,Laboratory Technician,Single,PhD,12284,2,2,4,4,No,2,No,<30,0-2 Years,High,Promoted 3-5 Yrs Ago,0
2542,40,Female,Operations,Sales Representative,Married,PhD,8622,22,2,4,4,Yes,4,No,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2543,47,Male,IT,Admin Assistant,Divorced,Bachelor,8606,10,5,1,1,Yes,3,Yes,41-50,7-10 Years,Medium,Promoted 1-2 Yrs Ago,1
2544,35,Male,HR,Laboratory Technician,Single,Bachelor,10957,22,6,2,4,No,4,No,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,0
2545,26,Male,HR,Admin Assistant,Single,Bachelor,6600,1,8,3,1,Yes,2,Yes,<30,0-2 Years,Medium,Promoted 3-5 Yrs Ago,1
2546,59,Female,IT,HR Manager,Married,Master,12468,29,2,3,2,Yes,4,No,51+,10+ Years,High,Promoted 3-5 Yrs Ago,0
2547,39,Female,Sales,Sales Representative,Divorced,Bachelor,10242,4,10,1,1,No,2,No,30-40,3-6 Years,High,Promoted 1-2 Yrs Ago,0
2548,51,Female,Sales,Admin Assistant,Divorced,PhD,3499,15,8,2,2,Yes,4,No,51+,10+ Years,Low,Promoted 1-2 Yrs Ago,0
2549,53,Male,Sales,Sales Executive,Single,PhD,5673,20,4,3,1,Yes,4,No,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2550,43,Female,Finance,Sales Representative,Married,Master,13198,28,0,4,1,Yes,4,Yes,41-50,10+ Years,High,Promoted 3-5 Yrs Ago,1
2551,60,Male,Operations,HR Manager,Divorced,Master,2672,13,8,1,3,Yes,3,No,51+,10+ Years,Low,Promoted 1-2 Yrs Ago,0
2552,27,Male,IT,Sales Representative,Married,Bachelor,8060,3,9,3,4,Yes,4,No,<30,3-6 Years,Medium,Promoted 3-5 Yrs Ago,0
2553,23,Male,R&D,Laboratory Technician,Divorced,PhD,12285,26,10,3,2,Yes,4,Yes,<30,10+ Years,High,Promoted 3-5 Yrs Ago,1
2554,25,Female,IT,Research Scientist,Divorced,PhD,13163,3,7,2,1,Yes,2,No,<30,3-6 Years,High,Promoted 1-2 Yrs Ago,0
2555,58,Female,Sales,Operations Manager,Single,Master,8902,10,8,3,4,Yes,4,Yes,51+,7-10 Years,Medium,Promoted 3-5 Yrs Ago,1
2556,27,Male,HR,Operations Manager,Divorced,Master,14156,25,4,1,2,No,3,No,<30,10+ Years,High,Promoted 1-2 Yrs Ago,0
2557,30,Male,R&D,IT Specialist,Divorced,Master,10152,17,4,3,1,No,4,No,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,0
2558,48,Female,Sales,Laboratory Technician,Single,Bachelor,14398,19,7,1,1,Yes,2,Yes,41-50,10+ Years,High,Promoted 1-2 Yrs Ago,1
2559,34,Female,HR,IT Specialist,Single,PhD,4745,20,5,3,3,Yes,3,Yes,30-40,10+ Years,Low,Promoted 3-5 Yrs Ago,1
2560,49,Male,Sales,Sales Executive,Single,Master,12774,26,0,4,1,Yes,4,Yes,41-50,10+ Years,High,Promoted 3-5 Yrs Ago,1
2561,59,Male,Operations,Finance Analyst,Divorced,Master,10771,1,9,1,3,No,3,Yes,51+,0-2 Years,High,Promoted 1-2 Yrs Ago,1
2562,59,Male,Operations,Finance Analyst,Divorced,Bachelor,11879,22,4,4,2,Yes,2,No,51+,10+ Years,High,Promoted 3-5 Yrs Ago,0
2563,23,Female,Finance,Admin Assistant,Divorced,Bachelor,6871,21,2,3,3,Yes,3,No,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2564,23,Female,Admin,IT Specialist,Married,PhD,7466,23,9,4,1,No,3,No,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2565,29,Female,IT,Sales Executive,Divorced,Master,3696,15,8,1,2,No,3,Yes,<30,10+ Years,Low,Promoted 1-2 Yrs Ago,1
2566,42,Male,Admin,Laboratory Technician,Single,Bachelor,3659,8,2,4,1,No,3,Yes,41-50,7-10 Years,Low,Promoted 3-5 Yrs Ago,1
2567,35,Female,Admin,Finance Analyst,Married,Bachelor,13248,15,5,3,2,Yes,3,Yes,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,1
2568,35,Male,Finance,Research Scientist,Divorced,Bachelor,8904,13,7,1,4,Yes,2,No,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2569,28,Female,Sales,Laboratory Technician,Divorced,Bachelor,4637,17,9,3,1,Yes,3,Yes,<30,10+ Years,Low,Promoted 3-5 Yrs Ago,1
2570,22,Female,HR,Sales Representative,Divorced,PhD,7680,20,4,4,2,Yes,2,No,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2571,49,Female,IT,HR Manager,Divorced,PhD,7567,13,8,1,1,No,3,Yes,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2572,40,Male,Admin,Sales Representative,Divorced,PhD,11386,19,9,4,2,No,3,Yes,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,1
2573,33,Male,HR,Research Scientist,Married,Master,10870,4,6,3,1,No,3,No,30-40,3-6 Years,High,Promoted 3-5 Yrs Ago,0
2574,30,Male,Finance,HR Associate,Single,Bachelor,14588,14,10,3,2,No,2,No,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,0
2575,40,Female,Admin,Admin Assistant,Married,Master,3178,14,5,1,2,No,2,No,30-40,10+ Years,Low,Promoted 1-2 Yrs Ago,0
2576,33,Female,Operations,Finance Analyst,Single,PhD,14838,25,3,2,2,No,4,Yes,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,1
2577,48,Female,Operations,Sales Executive,Single,PhD,8093,4,2,1,4,No,4,Yes,41-50,3-6 Years,Medium,Promoted 1-2 Yrs Ago,1
2578,28,Male,Operations,HR Associate,Divorced,Bachelor,6811,12,3,3,4,No,3,No,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2579,41,Male,Operations,Sales Representative,Single,Master,11453,12,8,4,2,No,2,No,41-50,10+ Years,High,Promoted 3-5 Yrs Ago,0
2580,33,Female,Admin,HR Manager,Divorced,Master,9684,21,9,3,3,Yes,3,No,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2581,48,Female,Finance,Operations Manager,Single,PhD,7154,25,7,2,2,No,4,Yes,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2582,46,Male,IT,Laboratory Technician,Married,PhD,13414,1,9,1,4,No,3,No,41-50,0-2 Years,High,Promoted 1-2 Yrs Ago,0
2583,28,Male,HR,HR Manager,Married,Master,10595,8,2,1,4,No,3,Yes,<30,7-10 Years,High,Promoted 1-2 Yrs Ago,1
2584,26,Female,HR,HR Manager,Divorced,PhD,8217,27,6,1,4,No,4,No,<30,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2585,39,Male,Finance,HR Manager,Divorced,Master,5449,3,0,4,2,Yes,4,Yes,30-40,3-6 Years,Medium,Promoted 3-5 Yrs Ago,1
2586,55,Male,R&D,Research Scientist,Single,Master,7242,21,1,1,2,Yes,2,Yes,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2587,41,Female,Operations,Sales Representative,Divorced,PhD,10838,21,5,2,2,No,3,Yes,41-50,10+ Years,High,Promoted 1-2 Yrs Ago,1
2588,38,Female,Admin,Research Scientist,Divorced,Bachelor,5083,18,8,4,2,Yes,3,No,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2589,32,Female,Finance,Laboratory Technician,Married,PhD,14602,28,0,3,1,Yes,2,No,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,0
2590,39,Male,Sales,HR Associate,Single,PhD,13181,0,3,4,1,Yes,2,No,30-40,0-2 Years,High,Promoted 3-5 Yrs Ago,0
2591,29,Female,Sales,HR Manager,Married,Master,11610,17,7,1,1,No,4,Yes,<30,10+ Years,High,Promoted 1-2 Yrs Ago,1
2592,24,Male,IT,Operations Manager,Married,Master,5393,22,5,2,1,Yes,3,Yes,<30,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2593,60,Male,Sales,HR Associate,Divorced,Bachelor,14821,24,10,1,4,Yes,4,No,51+,10+ Years,High,Promoted 1-2 Yrs Ago,0
2594,26,Male,Sales,HR Associate,Divorced,Master,4045,6,9,1,2,No,3,No,<30,3-6 Years,Low,Promoted 1-2 Yrs Ago,0
2595,38,Male,Admin,Sales Representative,Single,PhD,2724,20,5,3,1,Yes,3,Yes,30-40,10+ Years,Low,Promoted 3-5 Yrs Ago,1
2596,52,Male,Finance,Research Scientist,Divorced,Master,8915,28,1,2,4,No,4,Yes,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2597,47,Female,Finance,Laboratory Technician,Single,Bachelor,8512,23,7,1,3,Yes,2,Yes,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2598,30,Male,R&D,Laboratory Technician,Divorced,PhD,7831,17,2,3,4,No,4,Yes,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2599,40,Female,HR,HR Manager,Divorced,Bachelor,13472,13,0,4,3,No,3,Yes,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,1
2600,60,Male,Operations,Sales Executive,Divorced,Master,4882,2,10,3,1,Yes,3,No,51+,0-2 Years,Low,Promoted 3-5 Yrs Ago,0
2601,52,Female,Operations,Research Scientist,Divorced,Master,6143,22,0,4,1,Yes,2,Yes,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2602,35,Female,IT,HR Manager,Single,Master,9833,26,3,3,3,Yes,4,No,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2603,54,Male,HR,IT Specialist,Married,PhD,3099,6,5,3,3,Yes,3,No,51+,3-6 Years,Low,Promoted 3-5 Yrs Ago,0
2604,41,Female,Operations,Sales Representative,Married,Master,5783,20,6,2,1,No,4,No,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2605,50,Male,Sales,Laboratory Technician,Divorced,PhD,14691,13,10,2,3,No,2,No,41-50,10+ Years,High,Promoted 1-2 Yrs Ago,0
2606,38,Male,Sales,Research Scientist,Divorced,Bachelor,3824,28,3,2,3,Yes,3,Yes,30-40,10+ Years,Low,Promoted 1-2 Yrs Ago,1
2607,54,Male,R&D,HR Associate,Divorced,Bachelor,11134,15,8,3,1,No,4,No,51+,10+ Years,High,Promoted 3-5 Yrs Ago,0
2608,38,Female,Operations,HR Associate,Divorced,PhD,7467,14,9,4,1,Yes,3,No,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2609,33,Male,R&D,HR Associate,Divorced,Master,14974,24,10,4,1,No,2,No,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,0
2610,51,Male,R&D,Research Scientist,Divorced,Master,11720,21,9,2,1,Yes,3,No,51+,10+ Years,High,Promoted 1-2 Yrs Ago,0
2611,40,Female,Sales,HR Associate,Married,Master,10966,24,2,4,4,Yes,4,Yes,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,1
2612,31,Female,IT,HR Associate,Single,Bachelor,6609,30,7,2,4,No,3,No,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2613,34,Male,IT,HR Associate,Married,Bachelor,11419,8,7,2,1,Yes,2,Yes,30-40,7-10 Years,High,Promoted 1-2 Yrs Ago,1
2614,43,Female,Admin,Sales Executive,Single,Master,11942,14,1,1,1,No,3,Yes,41-50,10+ Years,High,Promoted 1-2 Yrs Ago,1
2615,54,Female,Admin,Sales Representative,Divorced,Master,9468,20,0,4,2,Yes,4,Yes,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2616,30,Female,Admin,HR Manager,Divorced,Bachelor,6460,23,8,3,3,Yes,4,Yes,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2617,54,Male,HR,IT Specialist,Single,PhD,5323,17,5,1,3,No,4,No,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2618,36,Male,Finance,Laboratory Technician,Single,PhD,9597,30,8,4,3,No,2,Yes,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2619,44,Male,HR,Sales Executive,Single,PhD,6248,1,8,4,1,No,3,No,41-50,0-2 Years,Medium,Promoted 3-5 Yrs Ago,0
2620,60,Male,Finance,Research Scientist,Single,Bachelor,12698,19,2,1,1,No,2,No,51+,10+ Years,High,Promoted 1-2 Yrs Ago,0
2621,55,Female,Operations,Sales Representative,Married,Bachelor,6052,5,10,3,2,No,2,Yes,51+,3-6 Years,Medium,Promoted 3-5 Yrs Ago,1
2622,26,Female,R&D,Sales Representative,Divorced,Bachelor,4798,19,5,4,1,No,4,Yes,<30,10+ Years,Low,Promoted 3-5 Yrs Ago,1
2623,36,Female,HR,HR Manager,Married,Master,3860,4,9,1,1,No,4,Yes,30-40,3-6 Years,Low,Promoted 1-2 Yrs Ago,1
2624,57,Male,Admin,Laboratory Technician,Divorced,PhD,5964,19,6,1,2,No,4,Yes,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2625,49,Male,IT,Finance Analyst,Divorced,Bachelor,5795,28,4,4,4,No,4,Yes,41-50,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2626,31,Female,Finance,Sales Executive,Divorced,PhD,13089,15,6,3,3,Yes,3,Yes,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,1
2627,58,Male,Operations,Sales Representative,Divorced,Master,10820,21,2,1,4,Yes,3,Yes,51+,10+ Years,High,Promoted 1-2 Yrs Ago,1
2628,22,Male,HR,HR Manager,Married,PhD,5844,3,3,4,1,No,2,No,<30,3-6 Years,Medium,Promoted 3-5 Yrs Ago,0
2629,43,Female,HR,Operations Manager,Single,Bachelor,3689,26,7,1,1,No,3,No,41-50,10+ Years,Low,Promoted 1-2 Yrs Ago,0
2630,47,Male,Finance,HR Associate,Married,Master,13434,12,7,1,1,No,4,Yes,41-50,10+ Years,High,Promoted 1-2 Yrs Ago,1
2631,59,Male,Admin,Sales Representative,Single,Bachelor,11462,10,4,3,3,Yes,3,Yes,51+,7-10 Years,High,Promoted 3-5 Yrs Ago,1
2632,27,Female,Admin,Operations Manager,Single,Master,6792,20,1,1,3,No,2,Yes,<30,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2633,22,Male,R&D,HR Associate,Single,Master,9995,22,5,4,2,No,3,No,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2634,49,Female,IT,Sales Representative,Divorced,PhD,10160,1,10,3,1,No,4,No,41-50,0-2 Years,High,Promoted 3-5 Yrs Ago,0
2635,27,Male,Operations,Operations Manager,Divorced,Master,6185,10,7,1,4,Yes,2,No,<30,7-10 Years,Medium,Promoted 1-2 Yrs Ago,0
2636,49,Male,Finance,HR Associate,Divorced,PhD,10235,3,9,4,3,Yes,2,No,41-50,3-6 Years,High,Promoted 3-5 Yrs Ago,0
2637,51,Male,R&D,Research Scientist,Divorced,Bachelor,5807,7,6,3,3,Yes,3,No,51+,7-10 Years,Medium,Promoted 3-5 Yrs Ago,0
2638,28,Female,IT,HR Manager,Divorced,Master,10662,15,9,4,4,Yes,2,No,<30,10+ Years,High,Promoted 3-5 Yrs Ago,0
2639,27,Male,Finance,Operations Manager,Married,Master,12232,24,4,1,1,Yes,2,No,<30,10+ Years,High,Promoted 1-2 Yrs Ago,0
2640,22,Female,Admin,Operations Manager,Married,Bachelor,11616,0,1,1,3,No,2,Yes,<30,0-2 Years,High,Promoted 1-2 Yrs Ago,1
2641,34,Male,Admin,Admin Assistant,Single,Master,12820,0,9,3,3,No,4,Yes,30-40,0-2 Years,High,Promoted 3-5 Yrs Ago,1
2642,27,Female,Sales,Finance Analyst,Married,PhD,7468,15,4,3,1,Yes,4,No,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2643,37,Female,R&D,Laboratory Technician,Divorced,PhD,14289,15,5,1,1,Yes,2,Yes,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,1
2644,41,Female,Operations,Operations Manager,Married,Bachelor,7350,26,4,2,2,No,2,No,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2645,34,Male,Finance,Admin Assistant,Married,Master,10551,29,4,3,4,Yes,4,No,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,0
2646,29,Male,Finance,Sales Representative,Single,Master,8455,16,2,2,3,No,3,Yes,<30,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2647,31,Male,HR,Finance Analyst,Divorced,Master,10735,15,1,4,3,Yes,2,No,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,0
2648,38,Female,Sales,HR Manager,Married,PhD,6637,3,5,1,2,Yes,3,Yes,30-40,3-6 Years,Medium,Promoted 1-2 Yrs Ago,1
2649,41,Female,HR,HR Associate,Divorced,Bachelor,12309,6,10,2,4,No,3,Yes,41-50,3-6 Years,High,Promoted 1-2 Yrs Ago,1
2650,33,Male,Admin,HR Associate,Divorced,PhD,5121,17,7,4,3,Yes,4,No,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2651,57,Female,R&D,Operations Manager,Divorced,Bachelor,9680,18,3,2,3,Yes,2,No,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2652,34,Female,Admin,Laboratory Technician,Single,PhD,11629,15,0,3,1,No,4,No,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,0
2653,27,Female,Operations,HR Associate,Divorced,Bachelor,11474,29,9,3,2,No,4,No,<30,10+ Years,High,Promoted 3-5 Yrs Ago,0
2654,29,Male,HR,IT Specialist,Single,Bachelor,11482,20,9,2,3,No,2,No,<30,10+ Years,High,Promoted 1-2 Yrs Ago,0
2655,42,Female,Operations,Sales Executive,Married,Bachelor,5039,25,2,2,4,Yes,4,No,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2656,23,Male,Finance,IT Specialist,Single,Bachelor,12554,16,3,4,3,No,2,Yes,<30,10+ Years,High,Promoted 3-5 Yrs Ago,1
2657,35,Female,R&D,Operations Manager,Single,Bachelor,5015,17,9,3,2,No,4,Yes,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2658,41,Female,Admin,HR Associate,Married,Bachelor,8674,8,2,1,1,Yes,3,No,41-50,7-10 Years,Medium,Promoted 1-2 Yrs Ago,0
2659,47,Female,Operations,IT Specialist,Single,Master,8891,1,0,3,1,Yes,4,No,41-50,0-2 Years,Medium,Promoted 3-5 Yrs Ago,0
2660,43,Male,IT,Finance Analyst,Single,Bachelor,6963,5,0,2,4,Yes,4,No,41-50,3-6 Years,Medium,Promoted 1-2 Yrs Ago,0
2661,54,Female,Finance,Operations Manager,Single,Bachelor,13812,2,1,2,4,No,3,No,51+,0-2 Years,High,Promoted 1-2 Yrs Ago,0
2662,24,Male,Operations,Sales Executive,Married,PhD,13641,30,5,4,4,No,4,Yes,<30,10+ Years,High,Promoted 3-5 Yrs Ago,1
2663,50,Male,Sales,Sales Executive,Married,PhD,7682,5,5,2,1,Yes,3,Yes,41-50,3-6 Years,Medium,Promoted 1-2 Yrs Ago,1
2664,38,Male,R&D,Laboratory Technician,Married,PhD,14225,17,1,2,3,No,4,No,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,0
2665,52,Male,Finance,HR Manager,Single,PhD,9834,23,5,1,3,Yes,3,Yes,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2666,56,Male,Sales,Finance Analyst,Single,Bachelor,14634,27,5,2,2,Yes,4,Yes,51+,10+ Years,High,Promoted 1-2 Yrs Ago,1
2667,44,Female,Sales,Laboratory Technician,Divorced,Master,6057,9,8,2,1,Yes,4,Yes,41-50,7-10 Years,Medium,Promoted 1-2 Yrs Ago,1
2668,35,Female,Sales,Laboratory Technician,Married,PhD,13533,19,0,4,4,No,2,Yes,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,1
2669,44,Female,R&D,Research Scientist,Single,PhD,9662,3,4,2,2,No,2,No,41-50,3-6 Years,Medium,Promoted 1-2 Yrs Ago,0
2670,30,Male,Operations,HR Manager,Single,Master,14274,18,6,3,2,No,2,Yes,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,1
2671,24,Female,R&D,HR Associate,Single,PhD,10347,26,7,1,4,No,3,No,<30,10+ Years,High,Promoted 1-2 Yrs Ago,0
2672,42,Male,Finance,Sales Executive,Single,Bachelor,8740,24,10,4,3,Yes,4,Yes,41-50,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2673,57,Male,Finance,Sales Representative,Married,Bachelor,2672,4,7,4,1,Yes,3,No,51+,3-6 Years,Low,Promoted 3-5 Yrs Ago,0
2674,36,Male,IT,HR Associate,Single,Master,8541,25,3,1,4,Yes,3,No,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2675,35,Male,Admin,HR Associate,Married,PhD,5216,9,8,1,4,Yes,2,No,30-40,7-10 Years,Medium,Promoted 1-2 Yrs Ago,0
2676,55,Male,Operations,Finance Analyst,Married,Master,11381,11,3,3,1,No,2,Yes,51+,10+ Years,High,Promoted 3-5 Yrs Ago,1
2677,60,Male,Finance,Sales Representative,Divorced,Master,14499,30,8,2,4,No,3,No,51+,10+ Years,High,Promoted 1-2 Yrs Ago,0
2678,49,Female,Finance,Operations Manager,Married,Bachelor,8179,29,7,2,1,No,4,No,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2679,52,Female,Admin,HR Associate,Married,Master,9246,14,1,3,2,Yes,4,Yes,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2680,32,Female,HR,Operations Manager,Single,Master,8927,16,6,4,3,Yes,4,Yes,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2681,60,Male,Operations,HR Manager,Single,Master,6894,19,6,1,3,Yes,4,No,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2682,44,Female,Admin,Sales Representative,Single,Master,4237,18,8,4,3,No,2,No,41-50,10+ Years,Low,Promoted 3-5 Yrs Ago,0
2683,57,Female,Admin,Research Scientist,Married,Bachelor,2809,17,4,1,4,No,2,Yes,51+,10+ Years,Low,Promoted 1-2 Yrs Ago,1
2684,33,Male,HR,Laboratory Technician,Divorced,Master,11992,30,3,4,3,Yes,4,No,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,0
2685,55,Female,Finance,Admin Assistant,Single,Master,4474,24,10,3,1,No,4,No,51+,10+ Years,Low,Promoted 3-5 Yrs Ago,0
2686,56,Female,Sales,Sales Executive,Married,PhD,9242,21,3,3,1,Yes,2,Yes,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2687,41,Male,Finance,HR Manager,Single,Master,7450,9,8,2,1,Yes,2,Yes,41-50,7-10 Years,Medium,Promoted 1-2 Yrs Ago,1
2688,23,Male,Admin,HR Manager,Divorced,PhD,5255,27,0,2,2,No,4,No,<30,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2689,23,Male,Admin,Operations Manager,Single,Master,14248,15,1,3,1,Yes,3,Yes,<30,10+ Years,High,Promoted 3-5 Yrs Ago,1
2690,60,Male,Sales,IT Specialist,Married,PhD,12025,25,1,1,3,No,3,No,51+,10+ Years,High,Promoted 1-2 Yrs Ago,0
2691,59,Female,Finance,Finance Analyst,Married,Bachelor,7585,22,7,1,4,No,2,Yes,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2692,44,Female,Operations,Admin Assistant,Single,Master,11693,1,5,3,1,Yes,2,No,41-50,0-2 Years,High,Promoted 3-5 Yrs Ago,0
2693,31,Female,Admin,Finance Analyst,Single,Master,14145,17,5,1,3,No,3,Yes,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,1
2694,30,Male,Finance,HR Manager,Single,PhD,3404,20,8,3,4,Yes,3,No,30-40,10+ Years,Low,Promoted 3-5 Yrs Ago,0
2695,49,Female,Sales,Admin Assistant,Married,Master,13933,24,7,2,3,Yes,2,Yes,41-50,10+ Years,High,Promoted 1-2 Yrs Ago,1
2696,24,Female,Operations,Admin Assistant,Married,Master,4359,7,10,2,4,Yes,3,Yes,<30,7-10 Years,Low,Promoted 1-2 Yrs Ago,1
2697,26,Male,R&D,HR Manager,Single,PhD,10377,19,9,3,4,No,3,No,<30,10+ Years,High,Promoted 3-5 Yrs Ago,0
2698,56,Female,IT,HR Manager,Divorced,Master,13371,1,6,4,4,Yes,4,No,51+,0-2 Years,High,Promoted 3-5 Yrs Ago,0
2699,42,Female,HR,Admin Assistant,Married,Bachelor,5835,1,7,2,4,No,3,No,41-50,0-2 Years,Medium,Promoted 1-2 Yrs Ago,0
2700,57,Male,IT,Laboratory Technician,Married,Master,14814,6,10,1,1,No,3,Yes,51+,3-6 Years,High,Promoted 1-2 Yrs Ago,1
2701,40,Female,Sales,Laboratory Technician,Married,Master,11854,0,2,2,1,No,4,No,30-40,0-2 Years,High,Promoted 1-2 Yrs Ago,0
2702,45,Female,Admin,Admin Assistant,Single,Master,11469,5,0,3,1,No,2,No,41-50,3-6 Years,High,Promoted 3-5 Yrs Ago,0
2703,33,Male,Admin,Sales Representative,Single,PhD,7565,22,2,4,4,No,2,No,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2704,57,Female,HR,Sales Executive,Married,Master,13182,25,10,4,4,Yes,4,No,51+,10+ Years,High,Promoted 3-5 Yrs Ago,0
2705,43,Female,IT,Sales Representative,Single,PhD,5586,23,8,1,1,No,4,No,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2706,28,Female,R&D,Laboratory Technician,Single,PhD,10162,22,4,2,1,No,2,Yes,<30,10+ Years,High,Promoted 1-2 Yrs Ago,1
2707,57,Male,Sales,Operations Manager,Married,Bachelor,7764,25,2,3,2,No,4,Yes,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2708,40,Male,R&D,Operations Manager,Divorced,PhD,14913,14,1,1,4,No,2,No,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,0
2709,24,Female,Finance,Finance Analyst,Married,PhD,10741,13,9,2,1,Yes,3,Yes,<30,10+ Years,High,Promoted 1-2 Yrs Ago,1
2710,43,Female,Finance,Operations Manager,Divorced,Master,14095,18,3,1,2,Yes,2,Yes,41-50,10+ Years,High,Promoted 1-2 Yrs Ago,1
